                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.2146,                0.86484,                0.91768,                 1.5525,                 1.1246,                0.91149,                0.88191,                0.90909,                0.95138,                0.67074,                 1.0356,                0.59055,                0.87113,                 1.0508,                0.49085,                0.87984,               0.006766,               0.006766,               0.006766
                    101,                 1.2015,                0.86344,                0.91819,                 1.5245,                 1.1207,                0.90834,                0.89885,                0.87514,                0.94865,                0.65534,                 1.1066,                0.60653,                0.88011,                 1.1128,                0.50205,                0.88856,               0.006733,               0.006733,               0.006733
                    102,                 1.1997,                0.85171,                0.92244,                 1.5342,                 1.1376,                0.91394,                0.90272,                0.86869,                0.94685,                0.64996,                 1.1746,                0.62015,                0.89182,                 1.1917,                0.50749,                0.90155,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.1897,                0.85691,                0.91544,                 1.5219,                 1.1513,                0.90716,                0.86511,                0.90783,                0.95109,                0.65817,                 1.1179,                0.61152,                0.87919,                 1.1431,                 0.5025,                0.88785,               0.006667,               0.006667,               0.006667
                    104,                 1.1545,                0.82503,                 0.9057,                 1.4942,                 1.0849,                0.90025,                 0.8715,                0.89913,                0.95261,                0.67177,                 1.0487,                0.59435,                0.87081,                 1.0771,                0.48974,                0.88089,               0.006634,               0.006634,               0.006634
                    105,                 1.2062,                0.86767,                0.91517,                 1.5748,                 1.1605,                0.90651,                0.88274,                0.88395,                0.94343,                0.64669,                 1.1254,                0.63216,                0.88037,                 1.1567,                0.53908,                0.89093,               0.006601,               0.006601,               0.006601
                    106,                  1.159,                0.82275,                 0.9147,                 1.4914,                  1.111,                0.90568,                0.89389,                0.87221,                0.94476,                0.65594,                 1.1227,                0.64926,                0.88513,                 1.1351,                0.54762,                0.89482,               0.006568,               0.006568,               0.006568
                    107,                 1.1855,                0.85041,                0.91512,                 1.5216,                 1.1294,                0.91093,                0.87076,                0.90171,                0.94215,                0.66987,                 1.0575,                0.63161,                0.87188,                 1.0739,                0.54442,                0.87782,               0.006535,               0.006535,               0.006535
                    108,                 1.1695,                0.85327,                0.91483,                 1.5125,                 1.1455,                0.91147,                0.88403,                0.89509,                0.94939,                0.67504,                 1.0677,                0.62203,                0.87294,                 1.0785,                0.51724,                0.88148,               0.006502,               0.006502,               0.006502
                    109,                 1.1901,                0.84564,                0.91135,                 1.5392,                 1.1328,                0.90596,                0.87954,                0.90344,                0.93838,                0.66114,                 1.0559,                0.62746,                0.86981,                 1.0751,                0.52181,                0.87916,               0.006469,               0.006469,               0.006469
                    110,                 1.1682,                0.84789,                 0.9139,                  1.488,                 1.1141,                0.90677,                0.86654,                   0.91,                0.94633,                 0.6501,                 1.1283,                0.63306,                0.88074,                 1.1385,                0.53039,                0.89008,               0.006436,               0.006436,               0.006436
                    111,                 1.1523,                0.83297,                0.90924,                 1.4839,                 1.1007,                 0.9063,                0.86802,                0.90909,                0.95059,                0.67565,                 1.0882,                0.61151,                0.87204,                 1.0898,                0.50602,                0.87977,               0.006403,               0.006403,               0.006403
                    112,                 1.1719,                0.82717,                0.91345,                 1.5028,                  1.093,                 0.9053,                0.91034,                0.87174,                0.94608,                0.65965,                 1.1089,                0.61877,                0.87906,                 1.1379,                0.51947,                0.89011,                0.00637,                0.00637,                0.00637
                    113,                  1.154,                0.82689,                0.90619,                 1.5076,                  1.101,                0.90138,                0.86353,                0.89479,                0.94088,                0.66191,                 1.0558,                0.63442,                0.87156,                 1.0664,                0.53466,                0.88382,               0.006337,               0.006337,               0.006337
                    114,                 1.1769,                0.82227,                0.91542,                 1.5192,                 1.1128,                0.90999,                0.90997,                0.85505,                0.94876,                0.67797,                 1.0467,                0.62747,                  0.871,                 1.0532,                0.56479,                0.87833,               0.006304,               0.006304,               0.006304
                    115,                 1.1461,                0.81788,                0.90719,                 1.4881,                 1.0931,                0.90485,                0.90238,                0.87531,                0.95018,                0.66699,                 1.0785,                0.62178,                0.87919,                 1.0907,                0.53385,                0.88733,               0.006271,               0.006271,               0.006271
                    116,                  1.138,                0.81176,                0.90643,                 1.4876,                 1.0788,                0.90131,                0.88981,                0.89015,                0.94539,                0.67892,                 1.0319,                0.59204,                0.86988,                 1.0493,                0.52788,                 0.8799,               0.006238,               0.006238,               0.006238
                    117,                 1.1481,                0.81823,                0.90484,                 1.4862,                 1.0864,                0.89889,                0.88594,                0.88264,                0.95017,                0.66402,                 1.0862,                0.62159,                0.87652,                 1.0897,                  0.546,                0.88468,               0.006205,               0.006205,               0.006205
                    118,                 1.1475,                0.82841,                0.90734,                 1.5058,                 1.1013,                0.90432,                 0.8936,                0.88018,                0.94837,                0.66346,                 1.0805,                0.61716,                0.88001,                 1.0967,                0.51892,                0.88744,               0.006172,               0.006172,               0.006172
                    119,                 1.1388,                0.82399,                0.90545,                 1.4833,                 1.0989,                0.90045,                 0.8866,                0.87879,                0.94797,                0.66741,                 1.0695,                0.58366,                0.87991,                 1.0891,                0.49817,                0.88539,               0.006139,               0.006139,               0.006139
                    120,                 1.1604,                0.81607,                0.90506,                 1.5123,                  1.093,                0.89777,                0.88793,                0.87753,                0.94719,                0.67321,                 1.0656,                0.59534,                0.87525,                  1.067,                0.50689,                0.88142,               0.006106,               0.006106,               0.006106
                    121,                  1.161,                0.83844,                0.90638,                 1.5115,                 1.1408,                0.90453,                0.88719,                0.88763,                0.94446,                0.66728,                 1.0651,                0.57465,                0.87238,                 1.0779,                0.52489,                 0.8812,               0.006073,               0.006073,               0.006073
                    122,                 1.1291,                0.80063,                0.90855,                 1.4815,                 1.0694,                0.90208,                0.88473,                0.90124,                0.95002,                0.67405,                 1.0256,                0.56543,                 0.8702,                  1.041,                0.50623,                0.87771,                0.00604,                0.00604,                0.00604
                    123,                 1.1348,                0.80986,                0.90624,                 1.4526,                 1.0881,                0.90144,                0.88912,                0.88763,                0.95133,                0.68126,                 1.0268,                0.57272,                0.86981,                 1.0431,                0.49727,                 0.8768,               0.006007,               0.006007,               0.006007
                    124,                 1.1324,                0.80294,                0.90385,                 1.4664,                 1.0901,                0.90004,                0.89771,                0.88648,                0.94695,                0.67763,                 1.0542,                0.58449,                 0.8748,                  1.067,                0.52555,                0.88197,               0.005974,               0.005974,               0.005974
                    125,                 1.1382,                0.81086,                0.90592,                 1.4849,                 1.0869,                0.90167,                0.89156,                0.89273,                0.95114,                0.66861,                 1.0662,                0.59963,                0.87579,                 1.0825,                0.52666,                0.88742,               0.005941,               0.005941,               0.005941
                    126,                 1.1173,                 0.7989,                0.90356,                 1.4721,                 1.0653,                0.89748,                0.89437,                0.88735,                0.94897,                0.66515,                 1.0764,                0.59299,                0.88007,                 1.0975,                0.50669,                 0.8901,               0.005908,               0.005908,               0.005908
                    127,                 1.1211,                0.79662,                0.90665,                 1.4598,                 1.0653,                0.90136,                0.87608,                0.90278,                 0.9494,                0.67367,                 1.0579,                 0.5697,                0.87535,                 1.0774,                0.49446,                0.88553,               0.005875,               0.005875,               0.005875
                    128,                 1.1123,                0.79624,                0.90302,                 1.4747,                 1.0763,                0.89611,                0.89206,                0.88696,                 0.9487,                0.66856,                 1.0686,                0.58477,                0.87863,                 1.0833,                0.49294,                0.88686,               0.005842,               0.005842,               0.005842
                    129,                 1.1307,                0.82386,                0.90213,                 1.4719,                 1.1079,                0.90032,                0.88402,                0.90466,                0.95106,                0.67428,                 1.0571,                0.58923,                  0.874,                 1.0734,                0.50402,                0.88153,               0.005809,               0.005809,               0.005809
                    130,                 1.1144,                0.79932,                0.90244,                 1.4608,                 1.0591,                0.90018,                0.88132,                0.89773,                0.94944,                0.67781,                 1.0554,                0.59162,                0.87627,                 1.0762,                  0.509,                0.88679,               0.005776,               0.005776,               0.005776
                    131,                 1.1145,                0.78911,                0.90206,                 1.4461,                 1.0441,                0.89708,                0.90356,                0.86869,                0.94338,                0.66295,                 1.0873,                0.59727,                0.88375,                 1.0948,                0.52206,                  0.891,               0.005743,               0.005743,               0.005743
                    132,                 1.0988,                0.78021,                0.88862,                 1.4435,                 1.0441,                0.88792,                0.90588,                0.86869,                0.94963,                0.66778,                 1.0857,                0.59251,                0.88141,                  1.109,                0.50111,                0.89154,                0.00571,                0.00571,                0.00571
                    133,                 1.1146,                0.78314,                0.90401,                 1.4607,                 1.0303,                0.89981,                0.86528,                0.89773,                0.93923,                0.66394,                  1.077,                0.62176,                0.87674,                 1.0798,                0.57908,                0.88485,               0.005677,               0.005677,               0.005677
                    134,                 1.0862,                0.76582,                0.89228,                 1.4525,                 1.0399,                0.89135,                0.87732,                0.88488,                0.93754,                0.66717,                 1.0449,                0.60864,                0.87156,                 1.0627,                0.57887,                0.88025,               0.005644,               0.005644,               0.005644
                    135,                 1.0862,                0.76378,                0.89091,                 1.4307,                 1.0199,                0.88884,                0.86957,                0.90657,                 0.9431,                0.66778,                 1.0547,                0.60109,                0.87247,                 1.0766,                0.54148,                0.88132,               0.005611,               0.005611,               0.005611
                    136,                 1.0906,                0.78672,                0.90068,                 1.4257,                 1.0571,                0.89681,                0.89451,                0.88131,                0.94439,                 0.6681,                  1.079,                0.58903,                0.87541,                 1.0996,                0.52331,                0.88143,               0.005578,               0.005578,               0.005578
                    137,                 1.1089,                0.78941,                0.90308,                 1.4642,                 1.0665,                0.89866,                0.88308,                0.88258,                0.94207,                0.65755,                 1.1062,                0.61556,                0.88083,                 1.1183,                0.55096,                0.88823,               0.005545,               0.005545,               0.005545
                    138,                 1.0837,                0.77007,                 0.8961,                  1.429,                 1.0301,                0.89135,                0.89107,                0.87795,                0.94738,                0.67004,                 1.0619,                0.59036,                 0.8737,                 1.0696,                0.52966,                0.88178,               0.005512,               0.005512,               0.005512
                    139,                 1.0833,                0.76564,                 0.8948,                 1.4196,                 1.0377,                0.88996,                0.88581,                0.89015,                0.95024,                 0.6783,                 1.0596,                 0.5851,                0.87682,                  1.069,                0.51086,                0.88329,               0.005479,               0.005479,               0.005479
                    140,                 1.0706,                0.75711,                0.89051,                 1.4053,                 1.0417,                0.88912,                0.86059,                0.89634,                0.94227,                0.68027,                 1.0341,                0.60578,                0.87572,                 1.0467,                0.52646,                0.88297,               0.005446,               0.005446,               0.005446
                    141,                 1.0836,                0.75636,                0.89492,                 1.4401,                 1.0423,                0.88756,                0.87034,                0.89646,                0.94594,                0.67976,                 1.0376,                0.58927,                0.87451,                 1.0488,                0.50016,                0.88176,               0.005413,               0.005413,               0.005413
                    142,                 1.0791,                0.75314,                0.88906,                 1.4156,                 1.0162,                 0.8907,                0.87901,                0.89896,                0.95344,                 0.6796,                 1.0535,                0.58748,                0.87409,                 1.0716,                0.51119,                0.88268,                0.00538,                0.00538,                0.00538
                    143,                 1.0605,                0.76664,                0.88884,                 1.4124,                 1.0431,                0.88673,                0.88089,                 0.9053,                 0.9496,                 0.6757,                 1.0644,                0.58852,                0.87487,                 1.0851,                0.51089,                0.88413,               0.005347,               0.005347,               0.005347
                    144,                 1.0751,                0.75685,                0.89156,                 1.4177,                 1.0421,                0.89101,                0.87759,                 0.9143,                0.95058,                0.67593,                 1.0611,                0.58117,                0.87306,                 1.0783,                0.50936,                0.88193,               0.005314,               0.005314,               0.005314
                    145,                 1.0879,                0.76345,                0.89401,                 1.4453,                 1.0388,                0.88821,                0.89373,                0.89199,                0.95091,                0.67557,                 1.0575,                0.58642,                0.87277,                 1.0676,                0.52156,                 0.8814,               0.005281,               0.005281,               0.005281
                    146,                 1.0561,                0.75343,                0.88469,                 1.3825,                 1.0154,                0.87998,                0.88728,                0.88763,                0.95103,                0.67664,                 1.0475,                0.58745,                0.87135,                   1.06,                0.52923,                0.88049,               0.005248,               0.005248,               0.005248
                    147,                  1.053,                0.73993,                0.88297,                 1.3843,                0.99118,                0.88322,                0.88506,                0.89141,                0.94394,                0.67391,                  1.054,                0.60765,                0.87287,                 1.0724,                0.55049,                0.88333,               0.005215,               0.005215,               0.005215
                    148,                  1.079,                0.76512,                0.89787,                  1.423,                  1.028,                0.89616,                0.89471,                0.89057,                0.94939,                0.67442,                 1.0404,                 0.5921,                0.86942,                 1.0551,                0.53442,                0.87909,               0.005182,               0.005182,               0.005182
                    149,                 1.0458,                0.74736,                0.89122,                 1.3733,                 1.0263,                0.88388,                0.88409,                 0.9053,                0.95149,                0.67414,                 1.0547,                0.56688,                  0.869,                 1.0722,                0.50691,                0.87972,               0.005149,               0.005149,               0.005149
                    150,                 1.0479,                0.73733,                0.89045,                 1.3853,                 1.0077,                0.88534,                0.86884,                0.91667,                0.95299,                0.67644,                 1.0542,                0.56721,                0.86983,                 1.0814,                0.51145,                0.87812,               0.005116,               0.005116,               0.005116
                    151,                 1.0674,                0.74316,                0.89237,                 1.3907,                0.99083,                0.88541,                0.90653,                0.88005,                0.95159,                 0.6744,                 1.0597,                0.57545,                0.87185,                 1.0792,                0.50407,                0.87962,               0.005083,               0.005083,               0.005083
                    152,                 1.0423,                0.71362,                  0.894,                 1.3767,                0.96708,                0.89069,                0.89723,                0.89285,                0.95186,                0.67972,                 1.0457,                0.56929,                0.87312,                 1.0603,                0.49304,                0.87865,                0.00505,                0.00505,                0.00505
                    153,                  1.051,                0.74527,                 0.8825,                 1.3916,                 1.0055,                0.88288,                0.90484,                 0.8851,                0.95324,                0.67812,                 1.0399,                0.56413,                0.87023,                 1.0533,                  0.481,                0.87788,               0.005017,               0.005017,               0.005017
                    154,                 1.0489,                0.75438,                0.89114,                 1.3777,                0.99693,                0.88831,                0.88074,                0.91377,                0.95295,                0.67728,                 1.0377,                  0.566,                0.87039,                 1.0461,                0.48462,                0.87631,               0.004984,               0.004984,               0.004984
                    155,                 1.0435,                0.73146,                0.88949,                 1.3907,                 1.0156,                0.88697,                0.89378,                 0.8952,                0.95393,                0.68258,                 1.0293,                0.57711,                0.86802,                 1.0447,                0.50219,                0.87545,               0.004951,               0.004951,               0.004951
                    156,                 1.0453,                0.74437,                0.89332,                 1.3728,                0.99481,                0.88938,                0.89573,                  0.875,                0.95027,                0.68532,                 1.0103,                0.57914,                0.86208,                 1.0288,                 0.4999,                0.87244,               0.004918,               0.004918,               0.004918
                    157,                 1.0253,                0.72114,                0.88143,                 1.3505,                0.98061,                0.88065,                0.90683,                0.86022,                 0.9505,                0.68267,                0.99929,                0.58532,                0.86023,                 1.0196,                0.50752,                0.87094,               0.004885,               0.004885,               0.004885
                    158,                  1.053,                   0.75,                0.89245,                 1.4003,                 1.0291,                0.88778,                0.89079,                 0.8857,                0.95293,                 0.6837,                 1.0126,                0.58144,                0.86307,                 1.0312,                0.51203,                0.87268,               0.004852,               0.004852,               0.004852
                    159,                 1.0265,                 0.7347,                0.88514,                 1.3613,                0.99796,                0.88106,                0.91092,                0.86504,                0.95247,                0.68117,                 1.0155,                0.57016,                0.86509,                 1.0359,                0.50161,                0.87435,               0.004819,               0.004819,               0.004819
                    160,                 1.0267,                0.72723,                 0.8742,                 1.3565,                 0.9957,                0.87489,                0.91391,                0.86742,                 0.9525,                0.67526,                 1.0221,                0.57085,                0.86543,                  1.045,                 0.5074,                0.87559,               0.004786,               0.004786,               0.004786
                    161,                 1.0412,                0.74648,                0.88521,                 1.3907,                 1.0117,                0.88173,                0.89187,                0.87247,                0.94975,                0.68002,                 1.0257,                0.56809,                0.86554,                 1.0438,                 0.5048,                0.87232,               0.004753,               0.004753,               0.004753
                    162,                 1.0378,                0.74548,                0.87771,                 1.3924,                 1.0122,                0.87624,                0.91968,                0.85732,                0.94942,                0.67908,                 1.0367,                0.57277,                0.86737,                 1.0482,                0.49965,                0.87247,                0.00472,                0.00472,                0.00472
                    163,                  1.025,                0.71831,                0.88526,                 1.3532,                0.96653,                0.88135,                0.92691,                0.84861,                 0.9517,                0.66898,                 1.0599,                0.58013,                0.87097,                 1.0696,                0.52039,                0.87728,               0.004687,               0.004687,               0.004687
                    164,                  1.007,                0.71019,                0.87855,                 1.3604,                0.97051,                0.87693,                0.90445,                0.86742,                 0.9494,                0.67181,                  1.045,                 0.6022,                0.86949,                  1.062,                0.54017,                0.87725,               0.004654,               0.004654,               0.004654
                    165,                 1.0018,                 0.7135,                0.87801,                 1.3434,                0.97653,                0.87799,                0.87299,                0.89646,                0.94872,                0.67189,                 1.0485,                0.61374,                0.86866,                 1.0665,                0.54977,                0.87802,               0.004621,               0.004621,               0.004621
                    166,                  1.017,                0.71296,                0.87772,                 1.3386,                0.95866,                 0.8757,                0.85454,                0.91919,                0.95024,                0.67439,                  1.049,                0.59583,                0.86777,                 1.0631,                0.53206,                0.87645,               0.004588,               0.004588,               0.004588
                    167,                  1.039,                0.73863,                0.88309,                 1.4052,                 1.0236,                0.88393,                0.89955,                0.87626,                0.95347,                0.67385,                 1.0517,                0.58589,                0.86921,                 1.0696,                0.53257,                0.87759,               0.004555,               0.004555,               0.004555
                    168,                 1.0147,                0.72101,                 0.8803,                 1.3642,                0.99239,                 0.8813,                0.84611,                0.93182,                0.95226,                0.66972,                 1.0662,                0.58666,                0.87141,                 1.0825,                0.53919,                0.87852,               0.004522,               0.004522,               0.004522
                    169,                 1.0148,                0.71969,                0.88132,                  1.356,                 1.0001,                0.87883,                0.85114,                0.92408,                0.95164,                0.66494,                 1.0717,                0.57864,                0.87409,                 1.0887,                0.53231,                0.88189,               0.004489,               0.004489,               0.004489
                    170,                0.99906,                0.70522,                0.87824,                 1.3271,                0.97403,                0.87641,                0.86994,                0.89899,                0.95141,                0.66775,                  1.057,                0.58376,                0.87338,                 1.0718,                 0.5388,                0.88096,               0.004456,               0.004456,               0.004456
                    171,                 1.0068,                0.71723,                 0.8754,                 1.3239,                 0.9758,                0.87266,                0.89822,                0.88031,                0.95263,                0.67642,                 1.0396,                0.57769,                0.86997,                 1.0517,                0.51624,                0.87605,               0.004423,               0.004423,               0.004423
                    172,                 1.0082,                 0.7225,                 0.8765,                 1.3315,                0.97274,                0.87539,                 0.8845,                0.89899,                0.95287,                0.67707,                 1.0309,                0.56959,                0.86865,                 1.0453,                0.50574,                0.87543,                0.00439,                0.00439,                0.00439
                    173,                 1.0064,                0.71622,                0.88365,                 1.3604,                 0.9803,                0.88244,                0.85934,                0.92567,                0.95313,                 0.6758,                 1.0292,                0.56936,                0.86857,                 1.0415,                0.50457,                0.87485,               0.004357,               0.004357,               0.004357
                    174,                 1.0169,                0.70386,                0.87657,                 1.3645,                0.98211,                0.87383,                0.86411,                0.92332,                0.95281,                0.67963,                 1.0194,                0.57339,                0.86737,                 1.0322,                0.51411,                0.87247,               0.004324,               0.004324,               0.004324
                    175,                0.99125,                0.70716,                0.87336,                 1.3409,                0.96641,                 0.8747,                0.87095,                0.92424,                0.95272,                0.68592,                  1.021,                0.57473,                 0.8679,                 1.0343,                0.51118,                0.87288,               0.004291,               0.004291,               0.004291
                    176,                0.99351,                0.71548,                0.88448,                  1.325,                 0.9782,                0.87674,                0.87539,                0.92245,                0.95356,                0.68344,                 1.0311,                 0.5718,                0.86908,                 1.0417,                 0.5092,                0.87454,               0.004258,               0.004258,               0.004258
                    177,                0.99067,                0.71653,                 0.8733,                 1.3015,                0.95187,                0.87122,                0.86949,                0.92803,                0.95262,                0.68041,                 1.0392,                0.57912,                0.86945,                 1.0497,                0.51038,                0.87632,               0.004225,               0.004225,               0.004225
                    178,                0.97556,                0.69577,                0.87696,                 1.3184,                0.95323,                0.87754,                0.87671,                0.91579,                0.95313,                0.67401,                 1.0524,                0.58298,                0.87135,                 1.0628,                0.51352,                0.87864,               0.004192,               0.004192,               0.004192
                    179,                0.99048,                0.68896,                0.87535,                 1.3129,                0.95784,                0.87334,                0.86923,                0.91482,                0.95049,                0.66973,                 1.0577,                0.59299,                0.87119,                 1.0719,                0.53696,                0.87906,               0.004159,               0.004159,               0.004159
                    180,                0.98348,                0.69294,                0.87385,                 1.3104,                0.94948,                 0.8715,                0.87918,                 0.9096,                0.95076,                0.67251,                 1.0425,                0.57292,                0.86888,                 1.0551,                0.51113,                0.87682,               0.004126,               0.004126,               0.004126
                    181,                0.98722,                0.68417,                0.87708,                 1.3145,                0.92881,                  0.873,                0.87923,                0.91162,                0.95162,                0.67884,                 1.0364,                0.56277,                0.86876,                 1.0462,                 0.4973,                0.87601,               0.004093,               0.004093,               0.004093
                    182,                0.96666,                0.68015,                0.87134,                 1.2772,                0.92202,                0.87009,                0.87374,                0.90867,                0.95099,                0.68205,                 1.0267,                 0.5602,                0.86796,                 1.0369,                0.50061,                0.87502,                0.00406,                0.00406,                0.00406
                    183,                 0.9607,                0.68095,                0.86969,                 1.3089,                0.93942,                0.87035,                 0.8702,                0.91288,                0.95116,                0.68382,                 1.0271,                0.55159,                0.86711,                 1.0364,                0.49954,                0.87548,               0.004027,               0.004027,               0.004027
                    184,                0.97756,                0.68347,                0.87131,                 1.3435,                0.94841,                0.87123,                0.93446,                0.84607,                0.95158,                0.68366,                 1.0294,                0.55923,                0.86644,                 1.0397,                0.51377,                0.87436,               0.003994,               0.003994,               0.003994
                    185,                0.97121,                0.68382,                0.86937,                 1.3207,                0.94979,                0.87093,                0.91135,                0.86965,                0.95125,                0.68266,                 1.0282,                0.56249,                0.86635,                   1.04,                0.50852,                0.87528,               0.003961,               0.003961,               0.003961
                    186,                0.98124,                0.69892,                0.87322,                 1.3138,                 0.9428,                0.87142,                 0.9044,                0.87879,                0.95273,                0.68238,                 1.0201,                0.55902,                0.86662,                 1.0319,                0.50193,                0.87384,               0.003928,               0.003928,               0.003928
                    187,                0.96975,                0.67365,                0.86982,                 1.3076,                 0.9325,                 0.8674,                0.89658,                0.88636,                0.95339,                0.68159,                 1.0192,                0.56889,                0.86793,                 1.0318,                0.50653,                0.87462,               0.003895,               0.003895,               0.003895
                    188,                0.97245,                0.69008,                0.87243,                 1.3083,                0.94152,                0.87078,                0.89508,                0.88889,                0.95415,                0.68368,                 1.0119,                0.56531,                0.86794,                  1.024,                 0.5012,                 0.8754,               0.003862,               0.003862,               0.003862
                    189,                 0.9616,                0.68049,                0.86939,                 1.2999,                0.92786,                0.86795,                0.90337,                0.88534,                0.95288,                0.68206,                 1.0153,                0.57435,                0.86752,                 1.0237,                0.51425,                 0.8751,               0.003829,               0.003829,               0.003829
                    190,                0.96549,                0.67613,                0.86998,                 1.3006,                0.92367,                0.86994,                0.89583,                0.88258,                0.95114,                0.68078,                 1.0168,                0.57967,                0.86716,                 1.0292,                0.52374,                0.87513,               0.003796,               0.003796,               0.003796
                    191,                0.97296,                0.68036,                0.86823,                 1.3278,                0.94146,                0.86992,                0.90786,                0.87121,                0.95124,                0.68048,                 1.0247,                0.58218,                0.86846,                 1.0345,                0.52617,                 0.8755,               0.003763,               0.003763,               0.003763
                    192,                0.98772,                0.70571,                0.87596,                 1.3238,                 0.9736,                0.87262,                0.90705,                0.87482,                0.94939,                0.67954,                 1.0225,                0.58662,                0.86802,                 1.0333,                0.53389,                0.87593,                0.00373,                0.00373,                0.00373
                    193,                0.95161,                0.68258,                0.87067,                 1.2894,                 0.9172,                 0.8717,                 0.9029,                0.88057,                0.94844,                0.68155,                 1.0135,                 0.5852,                0.86642,                 1.0232,                0.53861,                0.87452,               0.003697,               0.003697,               0.003697
                    194,                0.94556,                0.67104,                0.86989,                 1.2761,                0.90485,                0.86767,                0.89845,                0.89371,                0.95258,                0.68074,                 1.0117,                0.57422,                 0.8666,                 1.0227,                0.52392,                0.87461,               0.003664,               0.003664,               0.003664
                    195,                0.95258,                0.67292,                0.86665,                 1.2968,                 0.9226,                 0.8651,                0.88704,                0.90226,                0.95224,                0.68172,                 1.0049,                0.56859,                0.86573,                 1.0185,                0.51972,                0.87405,               0.003631,               0.003631,               0.003631
                    196,                0.94903,                0.67828,                0.86247,                   1.28,                0.91862,                 0.8639,                0.89503,                0.89141,                0.95259,                0.68451,                 1.0034,                0.56979,                0.86552,                 1.0179,                0.52342,                0.87409,               0.003598,               0.003598,               0.003598
                    197,                0.95089,                 0.6647,                0.86314,                 1.2786,                0.89713,                0.86323,                0.88819,                0.89271,                0.95325,                 0.6842,                 1.0071,                0.56692,                  0.866,                 1.0209,                 0.5213,                0.87471,               0.003565,               0.003565,               0.003565
                    198,                0.95301,                0.67281,                0.86684,                 1.2903,                0.92501,                  0.867,                0.88877,                0.89394,                0.95179,                0.68169,                 1.0046,                0.56867,                0.86554,                  1.017,                0.52256,                0.87356,               0.003532,               0.003532,               0.003532
                    199,                0.94374,                 0.6547,                0.86467,                 1.2727,                0.89346,                0.86201,                0.88782,                 0.8894,                0.95055,                 0.6846,                 1.0063,                0.56621,                0.86565,                 1.0155,                 0.5275,                0.87344,               0.003499,               0.003499,               0.003499
